CROP TYPE,SOIL TYPE,REGION,WEATHER CONDITION,TEMP_MIN,TEMP_MAX,WATER REQUIREMENT
TOMATO,HUMID,SEMI ARID,SUNNY,10,20,5.64
TOMATO,HUMID,SEMI ARID,WINDY,10,20,5.14
TOMATO,HUMID,SEMI ARID,RAINY,10,20,0.2
TOMATO,HUMID,SEMI ARID,NORMAL,20,30,5.14
TOMATO,HUMID,SEMI ARID,SUNNY,20,30,6.64
TOMATO,HUMID,SEMI ARID,WINDY,20,30,6.14
TOMATO,HUMID,SEMI ARID,RAINY,20,30,0.3
TOMATO,HUMID,SEMI ARID,NORMAL,30,40,6.14
TOMATO,HUMID,SEMI ARID,SUNNY,30,40,7.64
TOMATO,HUMID,SEMI ARID,WINDY,30,40,7.14
TOMATO,HUMID,SEMI ARID,RAINY,30,40,0.5
TOMATO,HUMID,SEMI ARID,NORMAL,40,50,7.14
TOMATO,HUMID,SEMI ARID,SUNNY,40,50,8.64
TOMATO,HUMID,SEMI ARID,WINDY,40,50,8.14
TOMATO,HUMID,SEMI ARID,RAINY,40,50,0.8
TOMATO,HUMID,SEMI HUMID,NORMAL,10,20,3.42
TOMATO,HUMID,SEMI HUMID,SUNNY,10,20,4.92
TOMATO,HUMID,SEMI HUMID,WINDY,10,20,4.42
TOMATO,HUMID,SEMI HUMID,RAINY,10,20,0.1
TOMATO,HUMID,SEMI HUMID,NORMAL,20,30,4.42
TOMATO,HUMID,SEMI HUMID,SUNNY,20,30,5.92
TOMATO,HUMID,SEMI HUMID,WINDY,20,30,5.42
TOMATO,HUMID,SEMI HUMID,RAINY,20,30,0.2
TOMATO,HUMID,SEMI HUMID,NORMAL,30,40,5.42
TOMATO,HUMID,SEMI HUMID,SUNNY,30,40,6.92
TOMATO,HUMID,SEMI HUMID,WINDY,30,40,6.42
TOMATO,HUMID,SEMI HUMID,RAINY,30,40,0.3
TOMATO,HUMID,SEMI HUMID,NORMAL,40,50,6.42
TOMATO,HUMID,SEMI HUMID,SUNNY,40,50,7.92
TOMATO,HUMID,SEMI HUMID,WINDY,40,50,7.42
TOMATO,HUMID,SEMI HUMID,RAINY,40,50,0.5
TOMATO,HUMID,HUMID,NORMAL,10,20,2.52
TOMATO,HUMID,HUMID,SUNNY,10,20,4.02
TOMATO,HUMID,HUMID,WINDY,10,20,3.52
TOMATO,HUMID,HUMID,RAINY,10,20,0.1
TOMATO,HUMID,HUMID,NORMAL,20,30,3.52
TOMATO,HUMID,HUMID,SUNNY,20,30,5.02
TOMATO,HUMID,HUMID,WINDY,20,30,4.52
TOMATO,HUMID,HUMID,RAINY,20,30,0.1
TOMATO,HUMID,HUMID,NORMAL,30,40,4.52
TOMATO,HUMID,HUMID,SUNNY,30,40,6.02
TOMATO,HUMID,HUMID,WINDY,30,40,5.52
TOMATO,HUMID,HUMID,RAINY,30,40,0.2
TOMATO,HUMID,HUMID,NORMAL,40,50,5.52
TOMATO,HUMID,HUMID,SUNNY,40,50,7.02
TOMATO,HUMID,HUMID,WINDY,40,50,6.52
TOMATO,HUMID,HUMID,RAINY,40,50,0.3
TOMATO,WET,DESERT,NORMAL,10,20,3.6
TOMATO,WET,DESERT,SUNNY,10,20,5.1
TOMATO,WET,DESERT,WINDY,10,20,4.6
TOMATO,WET,DESERT,RAINY,10,20,0.1
TOMATO,WET,DESERT,NORMAL,20,30,4.6
TOMATO,WET,DESERT,SUNNY,20,30,6.1
TOMATO,WET,DESERT,WINDY,20,30,5.6
TOMATO,WET,DESERT,RAINY,20,30,0.2
TOMATO,WET,DESERT,NORMAL,30,40,5.6
TOMATO,WET,DESERT,SUNNY,30,40,7.1
TOMATO,WET,DESERT,WINDY,30,40,6.6
TOMATO,WET,DESERT,RAINY,30,40,0.3
TOMATO,WET,DESERT,NORMAL,40,50,6.6
TOMATO,WET,DESERT,SUNNY,40,50,8.1
TOMATO,WET,DESERT,WINDY,40,50,7.6
TOMATO,WET,DESERT,RAINY,40,50,0.5
TOMATO,WET,SEMI ARID,NORMAL,10,20,3.06
TOMATO,WET,SEMI ARID,SUNNY,10,20,4.56
TOMATO,WET,SEMI ARID,WINDY,10,20,4.06
TOMATO,WET,SEMI ARID,RAINY,10,20,0.1
TOMATO,WET,SEMI ARID,NORMAL,20,30,4.06
TOMATO,WET,SEMI ARID,SUNNY,20,30,5.56
TOMATO,WET,SEMI ARID,WINDY,20,30,5.06
TOMATO,WET,SEMI ARID,RAINY,20,30,0.2
TOMATO,WET,SEMI ARID,NORMAL,30,40,5.06
TOMATO,WET,SEMI ARID,SUNNY,30,40,6.56
TOMATO,WET,SEMI ARID,WINDY,30,40,6.06
TOMATO,WET,SEMI ARID,RAINY,30,40,0.3
TOMATO,WET,SEMI ARID,NORMAL,40,50,6.06
TOMATO,WET,SEMI ARID,SUNNY,40,50,7.56
TOMATO,WET,SEMI ARID,WINDY,40,50,7.06
TOMATO,WET,SEMI ARID,RAINY,40,50,0.5
TOMATO,WET,SEMI HUMID,NORMAL,10,20,2.34
TOMATO,WET,SEMI HUMID,SUNNY,10,20,3.84
TOMATO,WET,SEMI HUMID,WINDY,10,20,3.34
TOMATO,WET,SEMI HUMID,RAINY,10,20,0.1
TOMATO,WET,SEMI HUMID,NORMAL,20,30,3.34
TOMATO,WET,SEMI HUMID,SUNNY,20,30,4.84
TOMATO,WET,SEMI HUMID,WINDY,20,30,4.34
TOMATO,WET,SEMI HUMID,RAINY,20,30,0.1
TOMATO,WET,SEMI HUMID,NORMAL,30,40,4.34
TOMATO,WET,SEMI HUMID,SUNNY,30,40,5.84
TOMATO,WET,SEMI HUMID,WINDY,30,40,5.34
TOMATO,WET,SEMI HUMID,RAINY,30,40,0.2
TOMATO,WET,SEMI HUMID,NORMAL,40,50,5.34
TOMATO,WET,SEMI HUMID,SUNNY,40,50,6.84
TOMATO,WET,SEMI HUMID,WINDY,40,50,6.34
TOMATO,WET,SEMI HUMID,RAINY,40,50,0.3
TOMATO,WET,HUMID,NORMAL,10,20,1.44
TOMATO,WET,HUMID,SUNNY,10,20,3.0
TOMATO,WET,HUMID,WINDY,10,20,2.5
TOMATO,WET,HUMID,RAINY,10,20,0.1
TOMATO,WET,HUMID,NORMAL,20,30,2.44
TOMATO,WET,HUMID,SUNNY,20,30,4.0
TOMATO,WET,HUMID,WINDY,20,30,3.5
TOMATO,WET,HUMID,RAINY,20,30,0.1
TOMATO,WET,HUMID,NORMAL,30,40,3.44
TOMATO,WET,HUMID,SUNNY,30,40,5.0
TOMATO,WET,HUMID,WINDY,30,40,4.5
TOMATO,WET,HUMID,RAINY,30,40,0.1
TOMATO,WET,HUMID,NORMAL,40,50,4.44
TOMATO,WET,HUMID,SUNNY,40,50,6.0
TOMATO,WET,HUMID,WINDY,40,50,5.5
TOMATO,WET,HUMID,RAINY,40,50,0.2
ONION,DRY,DESERT,NORMAL,10,20,4.25
ONION,DRY,DESERT,SUNNY,10,20,5.75
ONION,DRY,DESERT,WINDY,10,20,5.25
ONION,DRY,DESERT,RAINY,10,20,0.2
ONION,DRY,DESERT,NORMAL,20,30,5.25
ONION,DRY,DESERT,SUNNY,20,30,6.75
ONION,DRY,DESERT,WINDY,20,30,6.25
ONION,DRY,DESERT,RAINY,20,30,0.3
ONION,DRY,DESERT,NORMAL,30,40,6.25
ONION,DRY,DESERT,SUNNY,30,40,7.75
ONION,DRY,DESERT,WINDY,30,40,7.25
ONION,DRY,DESERT,RAINY,30,40,0.5
ONION,DRY,DESERT,NORMAL,40,50,7.25
ONION,DRY,DESERT,SUNNY,40,50,8.75
ONION,DRY,DESERT,WINDY,40,50,8.25
ONION,DRY,DESERT,RAINY,40,50,0.8
ONION,DRY,SEMI ARID,NORMAL,10,20,4.125
ONION,DRY,SEMI ARID,SUNNY,10,20,5.625
ONION,DRY,SEMI ARID,WINDY,10,20,5.125
ONION,DRY,SEMI ARID,RAINY,10,20,0.2
ONION,DRY,SEMI ARID,NORMAL,20,30,5.125
ONION,DRY,SEMI ARID,SUNNY,20,30,6.625
ONION,DRY,SEMI ARID,WINDY,20,30,6.125
ONION,DRY,SEMI ARID,RAINY,20,30,0.3
ONION,DRY,SEMI ARID,NORMAL,30,40,6.125
ONION,DRY,SEMI ARID,SUNNY,30,40,7.625
ONION,DRY,SEMI ARID,WINDY,30,40,7.125
ONION,DRY,SEMI ARID,RAINY,30,40,0.5
ONION,DRY,SEMI ARID,NORMAL,40,50,7.125
ONION,DRY,SEMI ARID,SUNNY,40,50,8.625
ONION,DRY,SEMI ARID,WINDY,40,50,8.125
ONION,DRY,SEMI ARID,RAINY,40,50,0.8
ONION,DRY,SEMI HUMID,NORMAL,10,20,3.375
ONION,DRY,SEMI HUMID,SUNNY,10,20,4.875
ONION,DRY,SEMI HUMID,WINDY,10,20,4.375
ONION,DRY,SEMI HUMID,RAINY,10,20,0.1
ONION,DRY,SEMI HUMID,NORMAL,20,30,4.375
ONION,DRY,SEMI HUMID,SUNNY,20,30,5.875
ONION,DRY,SEMI HUMID,WINDY,20,30,5.375
ONION,DRY,SEMI HUMID,RAINY,20,30,0.2
ONION,DRY,SEMI HUMID,NORMAL,30,40,5.375
ONION,DRY,SEMI HUMID,SUNNY,30,40,6.875
ONION,DRY,SEMI HUMID,WINDY,30,40,6.375
ONION,DRY,SEMI HUMID,RAINY,30,40,0.3
ONION,DRY,SEMI HUMID,NORMAL,40,50,6.375
ONION,DRY,SEMI HUMID,SUNNY,40,50,7.875
ONION,DRY,SEMI HUMID,WINDY,40,50,7.375
ONION,DRY,SEMI HUMID,RAINY,40,50,0.5
ONION,DRY,HUMID,NORMAL,10,20,2.75
ONION,DRY,HUMID,SUNNY,10,20,4.25
ONION,DRY,HUMID,NORMAL,10,20,3.75
ONION,DRY,HUMID,SUNNY,10,20,0.1
ONION,DRY,HUMID,WINDY,20,30,3.75
ONION,DRY,HUMID,RAINY,20,30,5.25
ONION,DRY,HUMID,NORMAL,20,30,4.75
ONION,DRY,HUMID,SUNNY,20,30,0.1
ONION,DRY,HUMID,WINDY,30,40,4.75
ONION,DRY,HUMID,RAINY,30,40,6.25
ONION,DRY,HUMID,NORMAL,30,40,5.75
ONION,DRY,HUMID,SUNNY,30,40,0.2
ONION,DRY,HUMID,WINDY,40,50,5.75
ONION,DRY,HUMID,RAINY,40,50,7.25
ONION,DRY,HUMID,NORMAL,40,50,6.75
ONION,DRY,HUMID,NORMAL,40,50,0.3
ONION,HUMID,DESERT,SUNNY,10,20,3.25
ONION,HUMID,DESERT,WINDY,10,20,4.75
ONION,HUMID,DESERT,RAINY,10,20,4.25
ONION,HUMID,DESERT,NORMAL,10,20,0.1
ONION,HUMID,DESERT,SUNNY,20,30,4.25
ONION,HUMID,DESERT,WINDY,20,30,5.75
ONION,HUMID,DESERT,RAINY,20,30,5.25
ONION,HUMID,DESERT,NORMAL,20,30,0.2
ONION,HUMID,DESERT,SUNNY,30,40,5.25
ONION,HUMID,DESERT,WINDY,30,40,6.75
ONION,HUMID,DESERT,RAINY,30,40,6.25
ONION,HUMID,DESERT,NORMAL,30,40,0.3
ONION,HUMID,DESERT,SUNNY,40,50,6.25
ONION,HUMID,DESERT,WINDY,40,50,7.75
ONION,HUMID,DESERT,RAINY,40,50,7.25
ONION,HUMID,DESERT,NORMAL,40,50,0.5
ONION,HUMID,SEMI ARID,SUNNY,10,20,2.875
ONION,HUMID,SEMI ARID,WINDY,10,20,4.375
ONION,HUMID,SEMI ARID,RAINY,10,20,3.875
ONION,HUMID,SEMI ARID,NORMAL,10,20,0.1
ONION,HUMID,SEMI ARID,SUNNY,20,30,3.875
ONION,HUMID,SEMI ARID,WINDY,20,30,5.375
ONION,HUMID,SEMI ARID,RAINY,20,30,4.875
ONION,HUMID,SEMI ARID,NORMAL,20,30,0.1
ONION,HUMID,SEMI ARID,SUNNY,30,40,4.875
ONION,HUMID,SEMI ARID,NORMAL,30,40,6.375
ONION,HUMID,SEMI ARID,SUNNY,30,40,5.875
ONION,HUMID,SEMI ARID,WINDY,30,40,0.2
ONION,HUMID,SEMI ARID,RAINY,40,50,5.875
ONION,HUMID,SEMI ARID,NORMAL,40,50,7.375
ONION,HUMID,SEMI ARID,SUNNY,40,50,6.875
ONION,HUMID,SEMI ARID,WINDY,40,50,0.3
ONION,HUMID,SEMI HUMID,RAINY,10,20,2.375
ONION,HUMID,SEMI HUMID,NORMAL,10,20,3.875
ONION,HUMID,SEMI HUMID,SUNNY,10,20,3.375
ONION,HUMID,SEMI HUMID,WINDY,10,20,0.1
ONION,HUMID,SEMI HUMID,RAINY,20,30,3.375
ONION,HUMID,SEMI HUMID,NORMAL,20,30,4.875
ONION,HUMID,SEMI HUMID,NORMAL,20,30,4.375
ONION,HUMID,SEMI HUMID,SUNNY,20,30,0.1
ONION,HUMID,SEMI HUMID,WINDY,30,40,4.375
ONION,HUMID,SEMI HUMID,RAINY,30,40,5.875
ONION,HUMID,SEMI HUMID,NORMAL,30,40,5.375
ONION,HUMID,SEMI HUMID,SUNNY,30,40,0.2
ONION,HUMID,SEMI HUMID,WINDY,40,50,5.575
ONION,HUMID,SEMI HUMID,RAINY,40,50,6.875
ONION,HUMID,SEMI HUMID,NORMAL,40,50,6.575
ONION,HUMID,SEMI HUMID,SUNNY,40,50,0.3
ONION,HUMID,HUMID,WINDY,10,20,1.75
ONION,HUMID,HUMID,RAINY,10,20,3.25
ONION,HUMID,HUMID,NORMAL,10,20,2.75
ONION,HUMID,HUMID,SUNNY,10,20,0.1
ONION,HUMID,HUMID,WINDY,20,30,2.75
ONION,HUMID,HUMID,RAINY,20,30,4.25
ONION,HUMID,HUMID,NORMAL,20,30,3.75
ONION,HUMID,HUMID,SUNNY,20,30,0.1
ONION,HUMID,HUMID,WINDY,30,40,3.75
ONION,HUMID,HUMID,RAINY,30,40,5.25
ONION,HUMID,HUMID,NORMAL,30,40,4.75
ONION,HUMID,HUMID,SUNNY,30,40,0.1
ONION,HUMID,HUMID,WINDY,40,50,4.75
ONION,HUMID,HUMID,RAINY,40,50,6.25
ONION,HUMID,HUMID,NORMAL,40,50,5.75
ONION,HUMID,HUMID,SUNNY,40,50,0.2
ONION,WET,DESERT,NORMAL,10,20,2.5
ONION,WET,DESERT,SUNNY,10,20,4.0
ONION,WET,DESERT,WINDY,10,20,3.5
ONION,WET,DESERT,RAINY,10,20,0.1
ONION,WET,DESERT,NORMAL,20,30,3.5
ONION,WET,DESERT,SUNNY,20,30,5.0
ONION,WET,DESERT,WINDY,20,30,4.5
ONION,WET,DESERT,RAINY,20,30,0.1
ONION,WET,DESERT,NORMAL,30,40,4.5
ONION,WET,DESERT,SUNNY,30,40,6.0
ONION,WET,DESERT,WINDY,30,40,5.5
ONION,WET,DESERT,RAINY,30,40,0.2
ONION,WET,DESERT,NORMAL,40,50,5.5
ONION,WET,DESERT,NORMAL,40,50,7.0
ONION,WET,DESERT,SUNNY,40,50,6.5
ONION,WET,DESERT,WINDY,40,50,0.3
ONION,WET,SEMI ARID,RAINY,10,20,2.125
ONION,WET,SEMI ARID,NORMAL,10,20,3.625
ONION,WET,SEMI ARID,SUNNY,10,20,3.125
ONION,WET,SEMI ARID,WINDY,10,20,0.1
ONION,WET,SEMI ARID,RAINY,20,30,3.125
ONION,WET,SEMI ARID,NORMAL,20,30,4.625
ONION,WET,SEMI ARID,SUNNY,20,30,4.125
ONION,WET,SEMI ARID,WINDY,20,30,0.1
ONION,WET,SEMI ARID,RAINY,30,40,4.125
ONION,WET,SEMI ARID,NORMAL,30,40,5.625
ONION,WET,SEMI ARID,SUNNY,30,40,5.125
ONION,WET,SEMI ARID,WINDY,30,40,0.2
ONION,WET,SEMI ARID,RAINY,40,50,5.125
ONION,WET,SEMI ARID,NORMAL,40,50,6.625
ONION,WET,SEMI ARID,SUNNY,40,50,6.125
ONION,WET,SEMI ARID,WINDY,40,50,0.3
ONION,WET,SEMI HUMID,RAINY,10,20,1.625
ONION,WET,SEMI HUMID,NORMAL,10,20,3.125
ONION,WET,SEMI HUMID,SUNNY,10,20,2.625
ONION,WET,SEMI HUMID,WINDY,10,20,0.1
ONION,WET,SEMI HUMID,RAINY,20,30,2.625
ONION,WET,SEMI HUMID,NORMAL,20,30,4.125
ONION,WET,SEMI HUMID,SUNNY,20,30,3.625
ONION,WET,SEMI HUMID,NORMAL,20,30,0.1
ONION,WET,SEMI HUMID,SUNNY,30,40,3.625
ONION,WET,SEMI HUMID,WINDY,30,40,5.125
ONION,WET,SEMI HUMID,RAINY,30,40,4.625
ONION,WET,SEMI HUMID,NORMAL,30,40,0.1
ONION,WET,SEMI HUMID,SUNNY,40,50,4.625
ONION,WET,SEMI HUMID,WINDY,40,50,6.125
ONION,WET,SEMI HUMID,RAINY,40,50,5.625
ONION,WET,SEMI HUMID,NORMAL,40,50,0.2
ONION,WET,HUMID,SUNNY,10,20,1.625
ONION,WET,HUMID,WINDY,10,20,3.125
ONION,WET,HUMID,RAINY,10,20,2.625
ONION,WET,HUMID,NORMAL,10,20,0.1
ONION,WET,HUMID,NORMAL,20,30,2.625
ONION,WET,HUMID,SUNNY,20,30,4.125
ONION,WET,HUMID,WINDY,20,30,3.625
ONION,WET,HUMID,RAINY,20,30,0.1
ONION,WET,HUMID,NORMAL,30,40,3.625
ONION,WET,HUMID,SUNNY,30,40,5.125
ONION,WET,HUMID,WINDY,30,40,4.625
ONION,WET,HUMID,RAINY,30,40,0.1
ONION,WET,HUMID,NORMAL,40,50,4.625
ONION,WET,HUMID,SUNNY,40,50,6.125
ONION,WET,HUMID,WINDY,40,50,5.625
ONION,WET,HUMID,RAINY,40,50,0.2
